city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Carthage,Carthage,TX,Texas,48365,Panola,32.1526,-94.3368,6549,237.2,shape,False,True,America/Chicago,3,75633,1840019497
Oak Leaf,Oak Leaf,TX,Texas,48139,Ellis,32.5138,-96.8563,1653,269.9,shape,False,True,America/Chicago,3,75154,1840020758
Falcon Village,Falcon Village,TX,Texas,48427,Starr,26.5652,-99.1341,0,38.9,shape,False,False,America/Chicago,3,78545,1840018314
Salt Lake City,Salt Lake City,UT,Utah,49035,Salt Lake,40.7776,-111.9311,1173879,700.8,shape,False,True,America/Denver,1,84116 84115 84114 84113 84112 84111 84128 84150 84180 84108 84101 84102 84103 84104 84105 84106 84138 84110 84122 84132 84133 84134 84139 84143 84145 84147 84148 84151 84152 84158 84199,1840021383
Provo,Provo,UT,Utah,49049,Utah,40.2457,-111.6457,619218,1059.2,shape,False,True,America/Denver,2,84606 84604 84602 84601 84603 84605,1840020174
Logan,Logan,UT,Utah,49005,Cache,41.7399,-111.8422,121666,1142.4,shape,False,True,America/Denver,2,84321 84322 84341,1840020108
Millcreek,Millcreek,UT,Utah,49035,Salt Lake,40.6892,-111.8292,63520,1901.9,shape,False,True,America/Denver,3,84117 84124 84109 84106 84107 84141,1840018744
Kearns,Kearns,UT,Utah,49035,Salt Lake,40.6519,-112.0095,36862,3072.5,shape,False,True,America/Denver,2,84118,1840017500
West Haven,West Haven,UT,Utah,49057,Weber,41.2083,-112.0541,18334,656.6,shape,False,True,America/Denver,3,84401 84402,1840021344
Snyderville,Snyderville,UT,Utah,49043,Summit,40.7041,-111.5434,5730,203.6,shape,False,False,America/Denver,3,84098,1840024187
Randolph,Randolph,UT,Utah,49033,Rich,41.6655,-111.1846,966,290.3,shape,False,True,America/Denver,3,84064,1840020116
Thompson Springs,Thompson Springs,UT,Utah,49019,Grand,38.9636,-109.7037,0,0.0,shape,False,False,America/Denver,3,84540,1840024467
Virginia Beach,Virginia Beach,VA,Virginia,51810,Virginia Beach,36.7335,-76.0435,1443020,722.4,shape,False,True,America/New_York,1,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479,1840003871
Richmond,Richmond,VA,Virginia,51760,Richmond,37.5295,-77.4756,1073223,1463.7,shape,False,True,America/New_York,1,23222 23223 23298 23284 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23285 23286 23289 23290 23291 23292 23295,1840001698
Norfolk,Norfolk,VA,Virginia,51710,Norfolk,36.8945,-76.259,236973,1717.4,shape,False,True,America/New_York,2,23509 23508 23507 23504 23503 23502 23505 23518 23510 23511 23513 23517 23551 23523 23501 23506 23514 23515 23519 23529 23541,1840003869
Fredericksburg,Fredericksburg,VA,Virginia,51630,Fredericksburg,38.2992,-77.4872,176791,1044.0,shape,False,True,America/New_York,2,22401 22404 22412,1840003845
Dale City,Dale City,VA,Virginia,51153,Prince William,38.6473,-77.3459,73928,2004.5,shape,False,False,America/New_York,2,22193,1840006094
South Riding,South Riding,VA,Virginia,51107,Loudoun,38.912,-77.5132,33358,1881.7,shape,False,False,America/New_York,3,20152,1840024507
Idylwood,Idylwood,VA,Virginia,51059,Fairfax,38.8896,-77.2056,17788,2452.0,shape,False,False,America/New_York,2,22046 22043,1840006032
Collinsville,Collinsville,VA,Virginia,51089,Henry,36.7215,-79.9122,7640,375.4,shape,False,False,America/New_York,3,24078 24112,1840006553
Mountain Road,Mountain Road,VA,Virginia,51083,Halifax,36.7585,-78.989,1419,63.9,shape,False,False,America/New_York,3,24558,1840024812
Warm Springs,Warm Springs,VA,Virginia,51017,Bath,38.0463,-79.7826,0,32.0,shape,False,False,America/New_York,3,24484,1840026778
Burlington,Burlington,VT,Vermont,50007,Chittenden,44.4876,-73.2316,123307,1673.1,shape,False,True,America/New_York,2,05405 05401 05408 05406,1840002310
South Burlington,South Burlington,VT,Vermont,50007,Chittenden,44.4622,-73.2202,20241,475.5,shape,False,True,America/New_York,3,05403 05408 05407,1840002311
Essex Junction,Essex Junction,VT,Vermont,50007,Chittenden,44.4902,-73.1141,10646,899.6,shape,False,True,America/New_York,3,05452,1840004083
Montpelier,Montpelier,VT,Vermont,50023,Washington,44.2659,-72.5717,8030,308.3,shape,False,True,America/New_York,2,05602 05603 05604 05620 05633,1840002187
White River Junction,White River Junction,VT,Vermont,50027,Windsor,43.6499,-72.329,2766,457.1,shape,False,False,America/New_York,3,05001 05009,1840004162
East Barre,East Barre,VT,Vermont,50023,Washington,44.15,-72.4498,1136,167.4,shape,False,False,America/New_York,3,05649 05641,1840023971
East Middlebury,East Middlebury,VT,Vermont,50001,Addison,43.9746,-73.1052,483,255.0,shape,False,False,America/New_York,3,05753 05740,1840025378
East Dorset,East Dorset,VT,Vermont,50003,Bennington,43.245,-73.0069,253,43.9,shape,False,False,America/New_York,3,05253,1840115187
Highgate Springs,Highgate Springs,VT,Vermont,50011,Franklin,44.9782,-73.1056,3,30.4,shape,False,False,America/New_York,3,05488 05460,1840139506
Seattle,Seattle,WA,Washington,53033,King,47.6211,-122.3244,3561397,3376.6,shape,False,True,America/Los_Angeles,1,98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,1840021117
Spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,456219,1279.8,shape,False,True,America/Los_Angeles,2,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,1840021093
Bremerton,Bremerton,WA,Washington,53035,Kitsap,47.5436,-122.7121,226805,597.3,shape,False,True,America/Los_Angeles,2,98312 98314 98310 98337,1840018410
Marysville,Marysville,WA,Washington,53061,Snohomish,48.0809,-122.1561,162664,1318.1,shape,False,True,America/Los_Angeles,2,98271 98270,1840019789
Kirkland,Kirkland,WA,Washington,53033,King,47.697,-122.2057,92015,1995.2,shape,False,True,America/Los_Angeles,3,98039 98033 98034 98083,1840019836
Parkland,Parkland,WA,Washington,53053,Pierce,47.1417,-122.4376,39398,1760.0,shape,False,False,America/Los_Angeles,3,98444 98445 98447,1840018453
Salmon Creek,Salmon Creek,WA,Washington,53011,Clark,45.7099,-122.6632,20312,1235.6,shape,False,False,America/Los_Angeles,3,98686 98685,1840018520
Barberton,Barberton,WA,Washington,53011,Clark,45.7136,-122.6115,7945,707.1,shape,False,False,America/Los_Angeles,3,98662 98686 98666 98668,1840017397
Geneva,Geneva,WA,Washington,53073,Whatcom,48.7446,-122.4043,2096,588.0,shape,False,False,America/Los_Angeles,3,98229,1840017291
Elbe,Elbe,WA,Washington,53053,Pierce,46.7653,-122.1956,0,144.4,shape,False,False,America/Los_Angeles,3,98328,1840017364
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.0642,-87.9675,1290940,2301.6,shape,False,True,America/Chicago,1,53203 53202 53207 53206 53205 53204 53209 53208 53233 53218 53219 53214 53215 53216 53210 53211 53212 53213 53295 53225 53224 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,1840003046
Madison,Madison,WI,Wisconsin,55025,Dane,43.0822,-89.393,451652,1268.3,shape,False,True,America/Chicago,2,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53702 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794,1840002915
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5148,-87.9895,225633,907.1,shape,False,True,America/Chicago,2,54304 54303 54302 54301 54311 54305 54306 54308,1840002344
Oshkosh,Oshkosh,WI,Wisconsin,55139,Winnebago,44.0227,-88.5619,74251,946.8,shape,False,True,America/Chicago,3,54985 54904 54901 54902 54903 54906,1840002246
Menomonee Falls,Menomonee Falls,WI,Wisconsin,55133,Waukesha,43.1487,-88.1227,38610,453.0,shape,False,True,America/Chicago,3,53051 53052,1840003020
South Milwaukee,South Milwaukee,WI,Wisconsin,55079,Milwaukee,42.912,-87.8627,20678,1654.4,shape,False,True,America/Chicago,3,53172,1840003032
Marinette,Marinette,WI,Wisconsin,55075,Marinette,45.0871,-87.6336,11065,609.8,shape,False,True,America/Chicago,3,54143,1840003930
Rochester,Rochester,WI,Wisconsin,55101,Racine,42.7338,-88.2489,3776,83.7,shape,False,True,America/Chicago,3,53167 53105 53138,1840002494
Hazel Green,Hazel Green,WI,Wisconsin,55043,Grant,42.5341,-90.4361,1025,310.9,shape,False,True,America/Chicago,3,53811,1840002967
Ceex Haci,Ceex Haci,WI,Wisconsin,55141,Wood,44.2818,-89.965,27,75.6,shape,False,False,America/Chicago,3,54457,1840144082
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4345,202754,1110.2,shape,False,True,America/New_York,2,25703 25702 25701 25705 25704 25755 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778,1840006211
Morgantown,Morgantown,WV,West Virginia,54061,Monongalia,39.6383,-79.9464,81912,1146.2,shape,False,True,America/New_York,3,26501 26505 26506 26504,1840005647
Martinsburg,Martinsburg,WV,West Virginia,54003,Berkeley,39.4582,-77.9776,18678,1087.6,shape,False,True,America/New_York,3,25401 25403 25404 25402,1840005742
Vienna,Vienna,WV,West Virginia,54107,Wood,39.324,-81.5383,10642,1035.6,shape,False,True,America/New_York,3,26105,1840005787
Ranson,Ranson,WV,West Virginia,54037,Jefferson,39.325,-77.8667,5497,261.9,shape,False,True,America/New_York,3,25438 25430,1840038308
Moorefield,Moorefield,WV,West Virginia,54031,Hardy,39.0675,-78.9623,2846,412.1,shape,False,True,America/New_York,3,26836,1840005904
Stanaford,Stanaford,WV,West Virginia,54081,Raleigh,37.8156,-81.1491,1401,283.7,shape,False,False,America/New_York,3,25801 25860 25927,1840006349
Verdunville,Verdunville,WV,West Virginia,54045,Logan,37.8532,-82.0603,528,76.3,shape,False,False,America/New_York,3,25649,1840025706
Bartley,Bartley,WV,West Virginia,54047,McDowell,37.3372,-81.7334,0,54.5,shape,False,False,America/New_York,3,24892 24813,1840025730
Cheyenne,Cheyenne,WY,Wyoming,56021,Laramie,41.135,-104.7902,78204,734.0,shape,False,True,America/Denver,2,82009 82001 82007 82002 82003,1840018713
Gillette,Gillette,WY,Wyoming,56005,Campbell,44.2752,-105.4982,33158,552.2,shape,False,True,America/Denver,3,82718 82716,1840019978
Rock Springs,Rock Springs,WY,Wyoming,56037,Sweetwater,41.5947,-109.2209,23361,456.6,shape,False,True,America/Denver,3,82901 82902,1840020101
Riverton,Riverton,WY,Wyoming,56013,Fremont,43.0421,-108.4144,10733,400.8,shape,False,True,America/Denver,3,82501,1840020026
Buffalo,Buffalo,WY,Wyoming,56019,Johnson,44.3427,-106.7139,4475,380.5,shape,False,True,America/Denver,3,82834,1840018615
Lovell,Lovell,WY,Wyoming,56003,Big Horn,44.8357,-108.3919,2178,763.2,shape,False,True,America/Denver,3,82431,1840021242
Hartrandt,Hartrandt,WY,Wyoming,56025,Natrona,42.8836,-106.3492,903,223.4,shape,False,False,America/Denver,3,82601,1840038429
Burlington,Burlington,WY,Wyoming,56003,Big Horn,44.4471,-108.432,249,95.1,shape,False,True,America/Denver,3,82411,1840021238
Table Rock,Table Rock,WY,Wyoming,56037,Sweetwater,41.622,-108.404,0,0.0,shape,False,False,America/Denver,3,82901,1840018693
